store_id,timezone_str
2.98E+18,America/New_York
4.23E+18,America/New_York
7.99E+18,America/New_York
4.25E+18,America/New_York
8.00E+18,America/New_York
1.80E+16,America/New_York
7.12E+18,America/New_York
6.75E+18,America/New_York
5.22E+18,America/New_York
3.72E+17,America/New_York
6.50E+18,America/New_York
5.05E+18,America/New_York
5.12E+18,America/New_York
8.03E+18,America/New_York
4.98E+18,America/New_York
4.06E+18,America/New_York
3.79E+18,America/New_York
7.80E+16,America/New_York
8.05E+18,America/New_York
5.42E+18,America/New_York
8.31E+18,America/New_York
8.38E+18,America/New_York
5.67E+18,America/New_York
4.58E+18,America/New_York
8.38E+18,America/New_York
1.52E+18,America/New_York
1.35E+17,America/New_York
5.84E+18,America/New_York
4.22E+17,America/New_York
9.03E+18,America/New_York
6.02E+17,America/New_York
1.68E+18,America/New_York
3.05E+18,America/New_York
6.85E+18,America/New_York
5.36E+18,America/New_York
8.76E+18,America/New_York
2.36E+18,America/New_York
4.94E+18,America/New_York
6.13E+18,America/New_York
6.32E+18,America/New_York
5.56E+18,America/New_York
2.19E+18,America/New_York
9.16E+18,America/New_York
1.68E+18,America/New_York
2.31E+18,America/New_York
5.00E+18,America/New_York
4.30E+17,America/New_York
8.61E+18,America/New_York
6.91E+18,America/New_York
4.60E+18,America/New_York
4.06E+18,America/New_York
3.41E+18,America/New_York
4.30E+18,America/New_York
7.84E+18,America/New_York
8.31E+18,America/New_York
2.56E+18,America/New_York
1.87E+18,America/New_York
8.83E+18,America/New_York
1.56E+18,America/New_York
3.70E+18,America/New_York
5.11E+18,America/New_York
9.08E+18,America/New_York
2.26E+18,America/New_York
4.51E+18,America/New_York
1.52E+18,America/New_York
8.47E+18,America/New_York
1.19E+18,America/New_York
1.24E+18,America/New_York
5.91E+18,America/New_York
1.84E+18,America/New_York
1.04E+18,America/New_York
6.50E+18,America/New_York
3.13E+18,America/New_York
4.20E+18,America/New_York
8.28E+17,America/New_York
3.38E+17,America/New_York
6.27E+18,America/New_York
8.10E+18,America/New_York
3.05E+18,America/New_York
1.50E+18,America/New_York
4.68E+18,America/New_York
9.20E+18,America/New_York
7.67E+18,America/New_York
6.93E+18,America/New_York
3.55E+18,America/New_York
2.79E+18,America/New_York
5.68E+18,America/New_York
8.30E+18,America/New_York
7.28E+18,America/New_York
2.58E+18,America/New_York
1.82E+18,America/New_York
1.50E+18,America/New_York
6.95E+18,America/New_York
3.59E+18,America/New_York
1.85E+18,America/New_York
6.25E+18,America/New_York
8.14E+18,America/New_York
6.23E+17,America/New_York
8.01E+18,America/New_York
1.90E+17,America/New_York
6.76E+18,America/New_York
4.34E+18,America/New_York
7.36E+18,America/New_York
1.45E+17,America/New_York
5.32E+18,America/New_York
3.11E+18,America/New_York
4.01E+18,America/New_York
6.04E+18,America/New_York
6.57E+18,America/New_York
3.91E+18,America/New_York
1.22E+18,America/New_York
6.53E+18,America/New_York
2.01E+18,America/New_York
7.55E+18,America/New_York
7.63E+18,America/New_York
7.19E+17,America/New_York
4.84E+18,America/New_York
2.06E+18,America/New_York
4.95E+17,America/New_York
3.82E+18,America/New_York
2.16E+18,America/New_York
3.47E+18,America/New_York
4.02E+18,America/New_York
3.73E+18,America/New_York
8.79E+17,America/New_York
9.04E+17,America/New_York
3.84E+17,America/New_York
5.32E+18,America/New_York
2.37E+18,America/New_York
7.61E+18,America/New_York
5.87E+18,America/New_York
2.20E+18,America/New_York
1.89E+18,America/New_York
7.42E+18,America/New_York
8.05E+18,America/New_York
8.01E+18,America/New_York
6.85E+18,America/New_York
1.14E+18,America/New_York
7.12E+18,America/New_York
2.84E+18,America/New_York
2.79E+18,America/New_York
5.37E+18,America/New_York
1.62E+18,America/New_York
7.54E+18,America/New_York
5.08E+18,America/New_York
6.86E+18,America/New_York
8.54E+17,America/New_York
5.19E+18,America/New_York
7.94E+18,America/New_York
4.39E+18,America/New_York
5.82E+18,America/New_York
3.91E+18,America/New_York
1.73E+18,America/New_York
2.36E+18,America/New_York
3.69E+16,America/New_York
6.96E+18,America/New_York
7.73E+18,America/New_York
6.84E+18,America/New_York
8.18E+18,America/New_York
2.14E+18,America/New_York
7.92E+18,America/New_York
3.52E+18,America/New_York
5.93E+18,America/New_York
5.17E+16,America/New_York
7.82E+18,America/New_York
2.53E+16,America/New_York
1.14E+18,America/New_York
5.71E+18,America/New_York
5.34E+18,America/New_York
8.25E+18,America/New_York
3.00E+18,America/New_York
4.66E+18,America/New_York
7.11E+18,America/New_York
2.41E+18,America/New_York
5.06E+18,America/New_York
8.93E+18,America/New_York
3.66E+18,America/New_York
1.66E+18,America/New_York
1.92E+18,America/New_York
1.05E+18,America/New_York
5.72E+18,America/New_York
2.94E+18,America/New_York
5.16E+18,America/New_York
7.59E+18,America/New_York
8.66E+18,America/New_York
7.15E+18,America/New_York
8.88E+18,America/New_York
4.77E+18,America/New_York
1.32E+18,America/New_York
4.51E+18,America/New_York
8.99E+18,America/New_York
1.21E+18,America/New_York
3.00E+18,America/New_York
2.96E+18,America/New_York
5.34E+18,America/New_York
1.69E+18,America/New_York
3.71E+18,America/New_York
1.58E+18,America/New_York
7.42E+18,America/New_York
7.76E+18,America/New_York
1.69E+18,America/New_York
7.93E+18,America/New_York
8.32E+17,America/New_York
1.05E+18,America/New_York
9.04E+18,America/New_York
6.56E+18,America/New_York
6.63E+18,America/New_York
5.04E+18,America/New_York
8.95E+18,America/New_York
3.31E+18,America/New_York
1.87E+18,America/New_York
6.81E+18,America/New_York
4.14E+18,America/New_York
1.37E+18,America/New_York
3.50E+17,America/New_York
4.73E+18,America/New_York
7.56E+18,America/New_York
3.38E+18,America/New_York
7.36E+17,America/New_York
8.32E+18,America/New_York
5.99E+17,America/New_York
4.84E+18,America/New_York
3.42E+18,America/New_York
1.75E+18,America/New_York
7.99E+18,America/New_York
6.74E+18,America/New_York
1.27E+18,America/New_York
4.77E+18,America/New_York
3.71E+18,America/New_York
7.76E+18,America/New_York
7.14E+18,America/New_York
7.90E+17,America/New_York
3.17E+18,America/New_York
6.50E+18,America/New_York
2.86E+18,America/New_York
7.60E+18,America/New_York
5.59E+18,America/New_York
6.61E+18,America/New_York
4.57E+18,America/New_York
2.08E+18,America/New_York
8.96E+18,America/New_York
6.48E+18,America/New_York
7.16E+18,America/New_York
4.63E+18,America/New_York
4.89E+18,America/New_York
3.40E+18,America/New_York
1.19E+18,America/New_York
3.17E+18,America/New_York
6.85E+18,America/New_York
4.22E+18,America/New_York
6.47E+17,America/New_York
1.08E+18,America/New_York
6.92E+18,America/New_York
6.05E+18,America/New_York
6.95E+18,America/New_York
5.42E+17,America/New_York
3.40E+18,America/New_York
5.93E+18,America/New_York
7.43E+18,America/New_York
7.59E+17,America/New_York
8.34E+18,America/New_York
7.21E+18,America/New_York
7.74E+18,America/New_York
5.74E+17,America/New_York
1.64E+18,America/New_York
7.14E+18,America/New_York
5.51E+18,America/New_York
7.19E+18,America/New_York
4.77E+18,America/New_York
4.62E+18,America/New_York
3.99E+18,America/New_York
9.25E+17,America/New_York
1.76E+18,America/New_York
4.53E+17,America/New_York
9.11E+18,America/New_York
7.69E+17,America/New_York
4.01E+18,America/New_York
4.83E+18,America/New_York
5.27E+18,America/New_York
4.63E+18,America/New_York
7.04E+18,America/New_York
3.34E+18,America/New_York
7.32E+18,America/New_York
3.47E+17,America/New_York
5.04E+18,America/New_York
2.16E+18,America/New_York
4.32E+18,America/New_York
4.81E+18,America/New_York
6.00E+18,America/New_York
5.06E+18,America/New_York
8.63E+18,America/New_York
2.63E+18,America/New_York
3.89E+18,America/New_York
4.70E+18,America/New_York
3.11E+18,America/New_York
1.74E+18,America/New_York
5.29E+18,America/New_York
1.31E+18,America/New_York
2.43E+18,America/New_York
5.40E+18,America/New_York
5.40E+17,America/New_York
2.84E+18,America/New_York
2.30E+18,America/New_York
4.15E+17,America/New_York
9.00E+18,America/New_York
2.09E+16,America/New_York
9.21E+17,America/New_York
6.55E+18,America/New_York
7.96E+18,America/New_York
6.29E+18,America/New_York
4.34E+18,America/New_York
6.37E+17,America/New_York
8.78E+18,America/New_York
5.64E+18,America/New_York
8.49E+18,America/New_York
6.50E+18,America/New_York
6.11E+18,America/New_York
4.48E+18,America/New_York
7.49E+18,America/New_York
9.14E+18,America/New_York
1.91E+18,America/New_York
2.28E+18,America/New_York
3.41E+18,America/New_York
3.46E+18,America/New_York
8.17E+18,America/New_York
5.81E+18,America/New_York
8.55E+18,America/New_York
7.15E+17,America/New_York
9.22E+18,America/New_York
7.38E+18,America/New_York
4.07E+18,America/New_York
6.78E+18,America/New_York
3.52E+18,America/New_York
9.08E+18,America/New_York
8.10E+18,America/New_York
3.13E+17,America/New_York
1.75E+18,America/New_York
5.06E+18,America/New_York
8.96E+18,America/New_York
5.56E+17,America/New_York
3.51E+17,America/New_York
6.04E+18,America/New_York
1.64E+18,America/New_York
1.33E+18,America/New_York
6.06E+18,America/New_York
2.35E+18,America/New_York
5.29E+18,America/New_York
3.14E+18,America/New_York
3.16E+18,America/New_York
6.77E+18,America/New_York
4.32E+16,America/New_York
9.81E+17,America/New_York
7.59E+18,America/New_York
7.73E+18,America/New_York
1.43E+18,America/New_York
5.35E+18,America/New_York
5.80E+18,America/New_York
1.99E+17,America/New_York
4.76E+16,America/New_York
5.01E+18,America/New_York
3.98E+18,America/New_York
3.56E+18,America/New_York
4.29E+18,America/New_York
3.29E+18,America/New_York
8.19E+18,America/New_York
2.31E+18,America/New_York
1.35E+18,America/New_York
5.96E+18,America/New_York
2.24E+17,America/New_York
5.38E+17,America/New_York
8.50E+18,America/New_York
6.51E+18,America/New_York
8.57E+18,America/New_York
7.73E+18,America/New_York
5.59E+17,America/New_York
1.85E+18,America/New_York
2.79E+18,America/New_York
2.39E+18,America/New_York
6.18E+18,America/New_York
9.04E+18,America/New_York
2.70E+18,America/New_York
8.61E+18,America/New_York
6.87E+18,America/New_York
8.60E+17,America/New_York
1.66E+18,America/New_York
5.39E+17,America/New_York
6.84E+18,America/New_York
8.68E+18,America/New_York
8.47E+18,America/New_York
4.82E+17,America/New_York
4.63E+18,America/New_York
2.53E+18,America/New_York
5.04E+18,America/New_York
7.43E+18,America/New_York
8.62E+18,America/New_York
6.03E+18,America/New_York
8.46E+18,America/New_York
2.02E+18,America/New_York
1.04E+18,America/New_York
7.23E+17,America/New_York
3.62E+18,America/New_York
4.14E+18,America/New_York
6.45E+18,America/New_York
6.36E+18,America/New_York
6.99E+16,America/New_York
5.53E+18,America/New_York
5.93E+18,America/New_York
1.10E+18,America/New_York
4.84E+18,America/New_York
2.43E+18,America/New_York
1.72E+18,America/New_York
2.34E+18,America/New_York
7.87E+18,America/New_York
5.68E+18,America/New_York
1.74E+18,America/New_York
1.15E+18,America/New_York
5.46E+18,America/New_York
9.03E+18,America/New_York
8.03E+18,America/New_York
7.33E+18,America/New_York
6.03E+18,America/New_York
4.09E+18,America/New_York
8.65E+18,America/New_York
7.51E+18,America/New_York
4.07E+18,America/New_York
8.65E+18,America/New_York
3.30E+18,America/New_York
8.99E+18,America/New_York
3.01E+18,America/New_York
3.27E+18,America/New_York
4.35E+18,America/New_York
4.29E+18,America/New_York
2.99E+18,America/New_York
4.68E+18,America/New_York
5.18E+18,America/New_York
1.38E+18,America/New_York
7.48E+18,America/New_York
5.35E+18,America/New_York
7.58E+18,America/New_York
2.87E+18,America/New_York
6.58E+18,America/New_York
1.93E+18,America/New_York
2.10E+18,America/New_York
3.52E+18,America/New_York
8.05E+18,America/New_York
3.59E+18,America/New_York
3.46E+17,America/New_York
7.23E+18,America/New_York
6.22E+18,America/New_York
5.81E+18,America/New_York
9.57E+17,America/New_York
1.70E+18,America/New_York
1.02E+18,America/New_York
4.76E+18,America/New_York
1.66E+17,America/New_York
2.73E+18,America/New_York
4.89E+18,America/New_York
1.12E+18,America/New_York
7.60E+17,America/New_York
4.03E+18,America/New_York
1.51E+18,America/New_York
6.48E+18,America/New_York
5.37E+18,America/New_York
7.63E+18,America/New_York
4.85E+18,America/New_York
8.45E+18,America/New_York
7.24E+18,America/New_York
7.63E+18,America/New_York
8.51E+18,America/New_York
4.91E+18,America/New_York
2.22E+18,America/New_York
6.79E+18,America/New_York
4.78E+17,America/New_York
8.83E+18,America/New_York
5.36E+18,America/New_York
1.09E+18,America/New_York
2.03E+18,America/New_York
4.98E+18,America/New_York
2.27E+18,America/New_York
7.07E+18,America/New_York
2.72E+18,America/New_York
8.05E+18,America/New_York
7.70E+18,America/New_York
2.65E+18,America/New_York
2.72E+18,America/New_York
3.81E+17,America/New_York
2.91E+18,America/New_York
4.12E+18,America/New_York
3.77E+18,America/New_York
5.22E+18,America/New_York
7.43E+18,America/New_York
6.14E+18,America/New_York
6.03E+18,America/New_York
5.09E+18,America/New_York
1.64E+18,America/New_York
3.03E+18,America/New_York
6.67E+18,America/New_York
7.41E+18,America/New_York
9.11E+18,America/New_York
1.27E+18,America/New_York
8.06E+18,America/New_York
2.81E+18,America/New_York
4.87E+18,America/New_York
7.38E+18,America/New_York
4.90E+18,America/New_York
4.78E+18,America/New_York
5.94E+18,America/New_York
3.79E+16,America/New_York
3.56E+18,America/New_York
9.06E+18,America/New_York
8.26E+18,America/New_York
1.61E+18,America/New_York
5.38E+18,America/New_York
3.08E+18,America/New_York
8.79E+18,America/New_York
6.07E+18,America/New_York
6.01E+18,America/New_York
3.04E+18,America/New_York
2.27E+18,America/New_York
1.61E+18,America/New_York
8.33E+18,America/New_York
8.43E+18,America/New_York
7.42E+18,America/New_York
5.08E+18,America/New_York
8.53E+18,America/New_York
8.81E+18,America/New_York
1.03E+18,America/New_York
4.39E+18,America/New_York
7.25E+18,America/New_York
4.79E+18,America/New_York
4.76E+18,America/New_York
5.60E+18,America/New_York
2.93E+18,America/New_York
5.63E+18,America/New_York
4.02E+18,America/New_York
6.84E+18,America/New_York
2.17E+17,America/New_York
8.64E+15,America/New_York
7.35E+18,America/New_York
2.25E+18,America/New_York
1.58E+18,America/New_York
4.07E+18,America/New_York
4.77E+17,America/New_York
6.11E+18,America/New_York
5.98E+18,America/New_York
2.48E+18,America/New_York
5.47E+18,America/New_York
6.03E+18,America/New_York
5.29E+18,America/New_York
6.94E+18,America/New_York
6.32E+18,America/New_York
2.37E+18,America/New_York
8.58E+18,America/New_York
4.45E+18,America/New_York
4.83E+18,America/New_York
2.80E+18,America/New_York
4.26E+18,America/New_York
5.23E+18,America/New_York
2.87E+18,America/New_York
4.31E+18,America/New_York
5.38E+18,America/New_York
3.85E+18,America/New_York
5.52E+18,America/New_York
4.12E+18,America/New_York
3.19E+18,America/New_York
5.66E+18,America/New_York
3.41E+18,America/New_York
2.65E+18,America/New_York
5.89E+18,America/New_York
7.97E+18,America/New_York
8.85E+18,America/New_York
5.92E+18,America/New_York
4.98E+18,America/New_York
7.14E+18,America/New_York
5.96E+18,America/New_York
7.06E+17,America/New_York
6.53E+18,America/New_York
9.20E+18,America/New_York
5.12E+18,America/New_York
1.16E+18,America/New_York
1.91E+18,America/New_York
1.40E+18,America/New_York
7.48E+18,America/New_York
6.55E+18,America/New_York
4.67E+18,America/New_York
5.04E+18,America/New_York
6.17E+18,America/New_York
3.68E+18,America/New_York
5.26E+18,America/New_York
1.92E+18,America/New_York
3.57E+18,America/New_York
8.47E+18,America/New_York
4.61E+18,America/New_York
6.20E+18,America/New_York
5.88E+18,America/New_York
7.77E+18,America/New_York
8.55E+18,America/New_York
1.60E+18,America/New_York
3.00E+18,America/New_York
2.36E+18,America/New_York
2.74E+17,America/New_York
3.64E+18,America/New_York
2.75E+18,America/New_York
5.53E+18,America/New_York
3.33E+18,America/New_York
3.38E+18,America/New_York
6.55E+18,America/New_York
7.55E+18,America/New_York
8.13E+18,America/New_York
6.98E+18,America/New_York
5.23E+18,America/New_York
1.37E+18,America/New_York
5.06E+18,America/New_York
4.38E+17,America/New_York
3.94E+18,America/New_York
5.28E+18,America/New_York
3.15E+18,America/New_York
3.54E+18,America/New_York
5.64E+18,America/New_York
4.25E+18,America/New_York
1.17E+18,America/New_York
3.65E+18,America/New_York
7.59E+18,America/New_York
4.99E+18,America/New_York
2.34E+18,America/New_York
8.95E+18,America/New_York
4.26E+18,America/New_York
5.65E+18,America/New_York
6.45E+18,America/New_York
4.98E+18,America/New_York
5.54E+18,America/New_York
6.92E+18,America/New_York
4.81E+18,America/New_York
2.14E+18,America/New_York
8.83E+18,America/New_York
5.48E+18,America/New_York
7.61E+18,America/New_York
5.65E+18,America/New_York
7.42E+18,America/New_York
3.46E+18,America/New_York
8.57E+18,America/New_York
2.13E+17,America/New_York
1.00E+18,America/New_York
4.45E+18,America/New_York
8.99E+18,America/New_York
6.09E+18,America/New_York
7.16E+18,America/New_York
9.00E+18,America/New_York
3.03E+18,America/New_York
6.19E+18,America/New_York
7.71E+17,America/New_York
4.22E+18,America/New_York
6.61E+18,America/New_York
4.11E+18,America/New_York
5.53E+18,America/New_York
4.75E+18,America/New_York
3.50E+18,America/New_York
6.79E+17,America/New_York
1.38E+18,America/New_York
9.04E+18,America/New_York
5.10E+16,America/New_York
8.91E+18,America/New_York
6.33E+18,America/New_York
9.06E+18,America/New_York
8.61E+17,America/New_York
9.20E+18,America/New_York
8.26E+18,America/New_York
3.70E+18,America/New_York
1.26E+18,America/New_York
1.35E+18,America/New_York
2.14E+18,America/New_York
1.31E+18,America/New_York
1.65E+18,America/New_York
7.77E+18,America/New_York
4.61E+18,America/New_York
1.25E+18,America/New_York
6.39E+18,America/New_York
1.08E+18,America/New_York
5.89E+18,America/New_York
7.24E+18,America/New_York
5.93E+18,America/New_York
7.55E+18,America/New_York
5.30E+18,America/New_York
6.47E+18,America/New_York
3.67E+18,America/New_York
2.13E+18,America/New_York
4.56E+18,America/New_York
8.42E+18,America/New_York
9.11E+18,America/New_York
3.68E+18,America/New_York
2.11E+18,America/New_York
8.13E+18,America/New_York
8.65E+18,America/New_York
7.50E+18,America/New_York
4.59E+18,America/New_York
5.16E+17,America/New_York
2.73E+18,America/New_York
3.46E+17,America/New_York
8.71E+18,America/New_York
8.81E+18,America/New_York
2.76E+18,America/New_York
4.43E+18,America/New_York
6.24E+18,America/New_York
2.72E+18,America/New_York
8.83E+18,America/New_York
6.03E+18,America/New_York
2.01E+18,America/New_York
5.54E+18,America/New_York
8.57E+18,America/New_York
6.88E+18,America/New_York
2.23E+18,America/New_York
2.30E+18,America/New_York
6.06E+18,America/New_York
6.96E+18,America/New_York
8.27E+18,America/New_York
2.42E+17,America/New_York
7.53E+17,America/New_York
7.95E+18,America/New_York
6.62E+18,America/New_York
5.16E+18,America/New_York
3.71E+16,America/New_York
7.20E+18,America/New_York
2.91E+18,America/New_York
3.03E+18,America/New_York
1.56E+18,America/New_York
9.02E+18,America/New_York
1.72E+18,America/New_York
2.43E+18,America/New_York
3.13E+17,America/New_York
3.43E+18,America/New_York
3.39E+18,America/New_York
3.24E+18,America/New_York
1.17E+18,America/New_York
1.92E+18,America/New_York
8.51E+18,America/New_York
1.24E+18,America/New_York
6.43E+18,America/New_York
7.07E+18,America/New_York
7.89E+18,America/New_York
6.13E+18,America/New_York
2.64E+18,America/New_York
8.53E+17,America/New_York
6.40E+18,America/New_York
3.84E+18,America/New_York
4.14E+18,America/New_York
2.83E+18,America/New_York
5.99E+18,America/New_York
7.83E+18,America/New_York
3.15E+18,America/New_York
1.26E+17,America/New_York
1.02E+18,America/New_York
9.16E+17,America/New_York
1.95E+18,America/New_York
6.92E+18,America/New_York
1.98E+18,America/New_York
8.87E+18,America/New_York
6.11E+18,America/New_York
7.89E+18,America/New_York
9.10E+18,America/New_York
6.50E+18,America/New_York
1.07E+18,America/New_York
1.58E+18,America/New_York
8.38E+18,America/New_York
8.11E+18,America/New_York
9.01E+18,America/New_York
1.01E+17,America/New_York
4.21E+18,America/New_York
8.14E+18,America/New_York
3.31E+18,America/New_York
6.02E+18,America/New_York
7.07E+18,America/New_York
2.98E+18,America/New_York
7.35E+18,America/New_York
5.64E+17,America/New_York
6.31E+18,America/New_York
1.78E+18,America/New_York
2.66E+18,America/New_York
7.73E+18,America/New_York
3.50E+18,America/New_York
5.55E+18,America/New_York
3.78E+17,America/New_York
2.25E+18,America/New_York
3.66E+18,America/New_York
7.55E+18,America/New_York
5.87E+18,America/New_York
8.44E+18,America/New_York
4.90E+17,America/New_York
4.81E+18,America/New_York
1.51E+18,America/New_York
5.62E+18,America/New_York
4.37E+18,America/New_York
7.15E+18,America/New_York
8.06E+18,America/New_York
7.22E+18,America/New_York
1.57E+18,America/New_York
3.66E+18,America/New_York
8.04E+18,America/New_York
5.78E+18,America/New_York
1.87E+18,America/New_York
1.04E+18,America/New_York
2.56E+18,America/New_York
7.80E+18,America/New_York
1.44E+18,America/New_York
3.71E+18,America/New_York
5.15E+18,America/New_York
5.81E+18,America/New_York
5.83E+18,America/New_York
5.73E+18,America/New_York
5.54E+18,America/New_York
3.27E+18,America/New_York
1.08E+18,America/New_York
5.24E+17,America/New_York
7.03E+18,America/New_York
3.79E+18,America/New_York
8.04E+17,America/New_York
3.02E+18,America/New_York
4.27E+18,America/New_York
6.49E+17,America/New_York
7.85E+18,America/New_York
5.13E+18,America/New_York
2.12E+18,America/New_York
7.76E+18,America/New_York
7.49E+18,America/New_York
1.23E+18,America/New_York
6.09E+18,America/New_York
7.27E+18,America/New_York
3.27E+17,America/New_York
3.98E+18,America/New_York
2.24E+17,America/New_York
6.78E+18,America/New_York
5.87E+18,America/New_York
7.07E+18,America/New_York
3.81E+18,America/New_York
6.40E+18,America/New_York
1.22E+18,America/New_York
7.12E+18,America/New_York
6.55E+18,America/New_York
6.16E+18,America/New_York
6.73E+18,America/New_York
2.76E+18,America/New_York
2.84E+18,America/New_York
9.81E+17,America/New_York
1.32E+18,America/New_York
7.17E+18,America/New_York
4.53E+18,America/New_York
5.25E+18,America/New_York
3.06E+18,America/New_York
3.02E+18,America/New_York
3.15E+18,America/New_York
7.17E+18,America/New_York
8.00E+18,America/New_York
2.30E+18,America/New_York
3.40E+18,America/New_York
1.73E+18,America/New_York
4.88E+18,America/New_York
6.60E+18,America/New_York
2.82E+18,America/New_York
5.14E+18,America/New_York
4.76E+18,America/New_York
7.99E+18,America/New_York
3.62E+17,America/New_York
6.56E+18,America/New_York
9.01E+18,America/New_York
6.89E+18,America/New_York
5.61E+18,America/New_York
7.50E+18,America/New_York
6.17E+18,America/New_York
8.96E+18,America/New_York
8.54E+17,America/New_York
8.22E+18,America/New_York
4.61E+18,America/New_York
6.27E+18,America/New_York
8.99E+18,America/New_York
8.18E+18,America/New_York
8.97E+17,America/New_York
6.41E+18,America/New_York
5.85E+18,America/New_York
1.26E+18,America/New_York
1.91E+18,America/New_York
2.61E+18,America/New_York
3.44E+18,America/New_York
2.95E+18,America/New_York
3.32E+18,America/New_York
6.20E+17,America/New_York
3.91E+18,America/New_York
3.06E+17,America/New_York
6.06E+18,America/New_York
3.04E+18,America/New_York
3.06E+18,America/New_York
2.21E+17,America/New_York
5.04E+18,America/New_York
9.22E+18,America/New_York
8.82E+18,America/New_York
4.24E+18,America/New_York
5.88E+18,America/New_York
8.76E+17,America/New_York
5.86E+18,America/New_York
3.21E+18,America/New_York
5.92E+18,America/New_York
1.61E+18,America/New_York
2.12E+18,America/New_York
3.05E+18,America/New_York
2.18E+18,America/New_York
4.51E+18,America/New_York
2.59E+18,America/New_York
4.95E+18,America/New_York
5.80E+18,America/New_York
6.69E+18,America/New_York
5.13E+18,America/New_York
6.53E+18,America/New_York
2.54E+17,America/New_York
5.34E+17,America/New_York
7.41E+17,America/New_York
8.03E+18,America/New_York
5.29E+18,America/New_York
6.12E+18,America/New_York
4.52E+18,America/New_York
4.05E+18,America/New_York
4.46E+18,America/New_York
1.62E+18,America/New_York
2.97E+18,America/New_York
4.72E+18,America/New_York
6.03E+18,America/New_York
4.76E+18,America/New_York
9.11E+18,America/New_York
3.51E+18,America/New_York
1.16E+18,America/New_York
9.04E+18,America/New_York
7.63E+18,America/New_York
4.46E+18,America/New_York
7.21E+18,America/New_York
8.91E+18,America/New_York
9.19E+18,America/New_York
4.57E+18,America/New_York
8.52E+18,America/New_York
1.86E+18,America/New_York
1.34E+18,America/New_York
9.92E+17,America/New_York
2.40E+17,America/New_York
1.15E+18,America/New_York
1.96E+18,America/New_York
3.01E+18,America/New_York
8.39E+17,America/New_York
3.21E+18,America/New_York
6.90E+18,America/New_York
2.34E+18,America/New_York
8.68E+18,America/New_York
7.31E+18,America/New_York
1.86E+18,America/New_York
3.84E+18,America/New_York
1.90E+18,America/New_York
1.33E+18,America/New_York
3.89E+18,America/New_York
1.57E+18,America/New_York
7.33E+18,America/New_York
1.17E+18,America/New_York
1.12E+18,America/New_York
8.60E+18,America/New_York
6.40E+18,America/New_York
3.59E+18,America/New_York
9.20E+18,America/New_York
2.15E+18,America/New_York
4.96E+18,America/New_York
4.94E+18,America/New_York
1.80E+18,America/New_York
7.37E+18,America/New_York
2.08E+17,America/New_York
1.16E+18,America/New_York
3.30E+17,America/New_York
3.27E+18,America/New_York
6.44E+18,America/New_York
8.00E+18,America/New_York
8.08E+18,America/New_York
5.28E+18,America/New_York
3.58E+18,America/New_York
4.10E+18,America/New_York
5.88E+18,America/New_York
6.88E+18,America/New_York
8.58E+18,America/New_York
6.70E+18,America/New_York
7.71E+18,America/New_York
2.11E+18,America/New_York
1.17E+18,America/New_York
2.53E+17,America/New_York
1.66E+18,America/New_York
5.57E+18,America/New_York
1.04E+18,America/New_York
2.29E+18,America/New_York
5.83E+18,America/New_York
1.39E+18,America/New_York
3.25E+18,America/New_York
4.11E+18,America/New_York
3.17E+18,America/New_York
9.06E+18,America/New_York
2.95E+18,America/New_York
1.21E+18,America/New_York
7.19E+18,America/New_York
7.30E+18,America/New_York
7.03E+18,America/New_York
7.36E+18,America/New_York
6.96E+18,America/New_York
2.15E+18,America/New_York
5.04E+18,America/New_York
6.87E+18,America/New_York
8.01E+18,America/New_York
8.63E+18,America/New_York
2.20E+18,America/New_York
5.95E+18,America/New_York
3.91E+16,America/New_York
2.93E+18,America/New_York
7.30E+17,America/New_York
4.14E+17,America/New_York
2.69E+18,America/New_York
5.06E+18,America/New_York
5.41E+18,America/New_York
3.52E+18,America/New_York
1.40E+18,America/New_York
8.46E+18,America/New_York
5.51E+18,America/New_York
1.43E+18,America/New_York
2.55E+17,America/New_York
1.35E+18,America/New_York
1.02E+18,America/New_York
3.85E+18,America/New_York
4.36E+18,America/New_York
6.27E+18,America/New_York
1.79E+18,America/New_York
4.78E+18,America/New_York
2.70E+18,America/New_York
7.26E+18,America/New_York
1.33E+17,America/New_York
3.76E+18,America/New_York
1.38E+18,America/New_York
1.86E+17,America/New_York
8.65E+18,America/New_York
8.80E+18,America/New_York
3.38E+17,America/New_York
5.34E+17,America/New_York
1.34E+18,America/New_York
8.28E+18,America/New_York
8.43E+18,America/New_York
8.99E+18,America/New_York
5.12E+18,America/New_York
5.70E+18,America/New_York
2.05E+18,America/New_York
6.32E+18,America/New_York
2.41E+18,America/New_York
9.04E+18,America/New_York
8.93E+18,America/New_York
2.57E+18,America/New_York
3.08E+18,America/New_York
7.20E+18,America/New_York
7.10E+18,America/New_York
6.04E+18,America/New_York
6.50E+18,America/New_York
1.97E+18,America/New_York
7.47E+18,America/New_York
3.87E+18,America/New_York
6.92E+18,America/New_York
2.57E+14,America/New_York
6.54E+18,America/New_York
7.63E+18,America/New_York
7.46E+18,America/New_York
7.35E+16,America/New_York
4.61E+18,America/New_York
7.83E+18,America/New_York
9.18E+18,America/New_York
8.44E+18,America/New_York
5.07E+18,America/New_York
7.91E+18,America/New_York
1.88E+18,America/New_York
3.75E+17,America/New_York
7.29E+18,America/New_York
3.55E+17,America/New_York
6.31E+18,America/New_York
3.33E+18,America/New_York
